id,file_name,width,height,file_size (KB),#instances,#categories,shooting angle,complete or partial,color
2017,002017.jpg,1000,575,515,3,1,side,partial,white
2018,002018.jpg,1000,667,569,3,1,side,partial,white
2019,002019.jpg,1000,667,1079,2,1,side,partial,silver
2020,002020.jpg,1000,667,907,2,2,side,partial,N/A
2021,002021.jpg,1000,665,790,1,1,front,partial,white
2022,002022.jpg,1000,665,646,2,1,front,partial,silver
2023,002023.jpg,1000,667,624,2,1,side,partial,white
2024,002024.jpg,1000,666,732,5,3,rear,partial,silver
2025,002025.jpg,1000,836,775,3,2,rear,partial,blue
2026,002026.jpg,1000,637,592,3,2,rear,partial,blue
2027,002027.jpg,1000,667,410,2,2,side,partial,white
2028,002028.jpg,1000,696,895,3,2,front,partial,black
2029,002029.jpg,1000,667,667,1,1,rear,partial,black
2030,002030.jpg,1000,667,668,4,2,rear,partial,white
2031,002031.jpg,1000,667,619,3,2,rear,partial,silver
2032,002032.jpg,1000,667,662,1,1,rear,partial,silver
2033,002033.jpg,1000,750,918,2,1,N/A,partial,green
2034,002034.jpg,1000,750,832,1,1,front,partial,silver
2035,002035.jpg,1000,691,800,3,2,side,partial,orange
2036,002036.jpg,1000,667,706,1,1,rear,partial,silver
2037,002037.jpg,1000,668,583,3,2,rear,partial,silver
2038,002038.jpg,665,1000,801,5,4,rear,partial,gray
2039,002039.jpg,1000,666,729,3,3,rear,partial,gray
2040,002040.jpg,1000,667,456,1,1,side,partial,silver
2041,002041.jpg,1000,667,538,1,1,side,partial,silver
2042,002042.jpg,1000,667,343,1,1,rear,partial,silver
2043,002043.jpg,1000,750,855,2,2,rear,partial,silver
2044,002044.jpg,1000,667,746,1,1,side,partial,silver
2045,002045.jpg,1000,750,464,3,1,side,partial,white
2046,002046.jpg,1000,750,663,2,1,front,partial,black
2047,002047.jpg,1000,750,494,1,1,front,partial,silver
2048,002048.jpg,1000,750,672,2,1,front,partial,silver
2049,002049.jpg,750,1000,490,3,2,side,partial,silver
2050,002050.jpg,1000,750,694,1,1,rear,partial,silver
2051,002051.jpg,1000,669,385,1,1,rear,partial,silver
2052,002052.jpg,1000,818,669,1,1,rear,partial,silver
2053,002053.jpg,1000,750,691,1,1,front,partial,white
2054,002054.jpg,1000,750,532,3,1,front,partial,white
2055,002055.jpg,1000,667,533,1,1,side,partial,silver
2056,002056.jpg,1000,667,453,2,1,rear,partial,silver
2057,002057.jpg,1000,665,1109,1,1,rear,partial,silver
2058,002058.jpg,1000,665,994,3,1,side,partial,silver
2059,002059.jpg,1000,665,861,3,1,side,partial,gray
2060,002060.jpg,1000,667,675,1,1,rear,partial,gray
2061,002061.jpg,1000,667,571,1,1,rear,partial,white
2062,002062.jpg,1000,668,621,4,2,side,partial,mixture
2063,002063.jpg,1000,668,467,5,1,side,partial,gray
2064,002064.jpg,1000,668,508,1,1,side,partial,gray
2065,002065.jpg,1000,668,465,2,1,side,partial,gray
2066,002066.jpg,1000,667,618,1,1,N/A,partial,gray
2067,002067.jpg,1000,667,593,5,2,rear,partial,silver
2068,002068.jpg,1000,750,715,2,2,front,partial,N/A
2069,002069.jpg,1000,668,525,2,1,side,partial,white
2070,002070.jpg,1000,667,600,2,2,side,partial,black
2071,002071.jpg,1000,667,602,3,2,side,partial,black
2072,002072.jpg,1000,664,462,3,2,side,partial,white
2073,002073.jpg,1000,667,768,2,1,side,partial,silver
2074,002074.jpg,1000,667,754,5,2,side,partial,silver
2075,002075.jpg,1000,667,646,2,2,side,partial,silver
2076,002076.jpg,1000,667,470,2,1,rear,partial,N/A
2077,002077.jpg,1000,750,796,2,1,side,partial,blue
2078,002078.jpg,1000,750,867,3,1,side,partial,blue
2079,002079.jpg,1000,1000,1179,1,1,side,partial,red
2080,002080.jpg,1000,662,517,3,2,side,partial,white
2081,002081.jpg,1000,662,602,3,2,side,partial,white
2082,002082.jpg,1000,667,587,1,1,side,partial,white
2083,002083.jpg,1000,750,287,1,1,rear,partial,white
2084,002084.jpg,1000,667,721,4,3,rear,partial,silver
2085,002085.jpg,1000,667,728,2,2,front,partial,silver
2086,002086.jpg,1000,750,765,1,1,front,partial,gray
2087,002087.jpg,1000,750,866,1,1,side,partial,gray
2088,002088.jpg,1000,750,747,1,1,side,partial,gray
2089,002089.jpg,1000,750,647,1,1,front,partial,white
2090,002090.jpg,1000,667,683,3,1,N/A,partial,gray
2091,002091.jpg,1000,667,553,3,1,N/A,partial,silver
2092,002092.jpg,1000,668,605,2,1,side,partial,silver
2093,002093.jpg,668,1000,883,1,1,front,partial,red
2094,002094.jpg,1000,668,664,1,1,rear,partial,red
2095,002095.jpg,1000,665,687,2,2,side,partial,blue
2096,002096.jpg,1000,666,562,2,1,side,partial,gray
2097,002097.jpg,1000,667,464,7,2,side,partial,gray
2098,002098.jpg,1000,563,466,1,1,N/A,partial,silver
2099,002099.jpg,1000,751,655,3,2,side,partial,silver
2100,002100.jpg,1000,750,603,1,1,front,partial,white
2101,002101.jpg,1000,667,738,4,2,front,partial,silver
2102,002102.jpg,1000,667,878,4,2,side,partial,silver
2103,002103.jpg,1000,750,625,1,1,front,partial,black
2104,002104.jpg,1000,750,611,3,2,front,partial,silver
2105,002105.jpg,1000,751,529,1,1,N/A,partial,silver
2106,002106.jpg,1000,667,714,2,1,side,partial,silver
2107,002107.jpg,1000,667,733,3,3,front,partial,black
2108,002108.jpg,750,1000,488,2,1,side,partial,gray
2109,002109.jpg,1000,667,693,1,1,front,partial,silver
2110,002110.jpg,1000,667,533,2,1,front,partial,white
2111,002111.jpg,1000,667,641,3,2,side,partial,silver
2112,002112.jpg,1000,667,628,1,1,side,partial,silver
2113,002113.jpg,1000,750,727,3,2,front,partial,silver
2114,002114.jpg,1000,750,796,4,2,front,partial,silver
2115,002115.jpg,1000,777,732,3,2,side,partial,silver
2116,002116.jpg,1000,750,723,2,1,side,partial,silver
2117,002117.jpg,1000,750,769,2,1,side,partial,silver
2118,002118.jpg,1000,750,729,3,2,side,partial,silver
2119,002119.jpg,1000,667,462,2,1,rear,partial,silver
2120,002120.jpg,1000,750,804,4,3,front,partial,black
2121,002121.jpg,1000,680,783,8,2,side,partial,silver
2122,002122.jpg,1000,666,741,2,2,rear,partial,silver
2123,002123.jpg,1000,667,764,4,3,rear,partial,silver
2124,002124.jpg,1000,667,649,2,2,side,partial,silver
2125,002125.jpg,1000,667,875,6,2,side,partial,black
2126,002126.jpg,1000,667,590,2,2,side,partial,silver
2127,002127.jpg,1000,606,638,2,2,front,partial,silver
2128,002128.jpg,1000,667,687,2,2,front,partial,silver
2129,002129.jpg,1000,750,704,1,1,side,partial,blue
2130,002130.jpg,1000,750,753,1,1,side,partial,blue
2131,002131.jpg,1000,667,667,5,1,front,partial,white
2132,002132.jpg,1000,667,756,2,1,N/A,partial,white
2133,002133.jpg,1000,667,662,2,1,N/A,partial,white
2134,002134.jpg,1000,667,689,1,1,rear,partial,gray
2135,002135.jpg,1000,750,642,1,1,front,partial,gray
2136,002136.jpg,1000,750,716,1,1,front,partial,gray
2137,002137.jpg,1000,750,698,2,1,front,partial,gray
2138,002138.jpg,1000,750,660,1,1,front,partial,gray
2139,002139.jpg,1000,750,733,1,1,front,partial,gray
2140,002140.jpg,1000,750,604,1,1,side,partial,gray
2141,002141.jpg,1000,668,463,7,2,side,partial,silver
2142,002142.jpg,1000,668,532,6,2,side,partial,silver
2143,002143.jpg,1000,750,814,1,1,side,partial,silver
2144,002144.jpg,1000,750,797,2,2,side,partial,silver
2145,002145.jpg,1000,750,675,1,1,side,partial,silver
2146,002146.jpg,1000,665,639,2,1,rear,partial,silver
2147,002147.jpg,1000,665,921,5,2,rear,partial,gray
2148,002148.jpg,1000,664,787,5,2,side,partial,gray
2149,002149.jpg,1000,750,689,1,1,rear,partial,gray
2150,002150.jpg,1000,750,779,6,3,rear,partial,silver
2151,002151.jpg,750,1000,612,3,3,rear,complete,silver
2152,002152.jpg,750,1000,624,7,3,rear,partial,silver
2153,002153.jpg,1000,667,487,1,1,rear,partial,silver
2154,002154.jpg,1000,667,410,1,1,rear,partial,silver
2155,002155.jpg,1000,667,449,1,1,rear,partial,silver
2156,002156.jpg,1000,667,515,1,1,rear,partial,silver
2157,002157.jpg,665,1000,932,1,1,rear,partial,purple
2158,002158.jpg,1000,667,599,3,1,side,partial,silver
2159,002159.jpg,1000,751,898,1,1,side,partial,gray
2160,002160.jpg,1000,668,682,4,2,rear,partial,gray
2161,002161.jpg,1000,667,688,1,1,N/A,partial,gray
2162,002162.jpg,1000,667,636,4,2,front,partial,silver
2163,002163.jpg,1000,668,704,2,1,side,partial,blue
2164,002164.jpg,1000,667,819,2,1,side,partial,black
2165,002165.jpg,1000,750,481,1,1,side,partial,gray
2166,002166.jpg,1000,787,647,3,2,front,partial,gray
2167,002167.jpg,1000,750,727,1,1,side,partial,red
2168,002168.jpg,877,1000,1136,2,2,side,partial,blue
2169,002169.jpg,646,1000,891,3,2,rear,partial,red
2170,002170.jpg,1000,667,796,1,1,N/A,partial,white
2171,002171.jpg,1000,667,806,3,2,front,partial,gray
2172,002172.jpg,1000,667,684,1,1,N/A,partial,gray
2173,002173.jpg,1000,667,615,2,1,side,partial,blue
2174,002174.jpg,1000,667,662,1,1,N/A,partial,red
2175,002175.jpg,1000,859,943,1,1,rear,partial,gray
2176,002176.jpg,885,1000,921,2,2,rear,complete,white
2177,002177.jpg,1000,667,468,2,2,side,partial,gray
2178,002178.jpg,1000,667,472,2,2,front,partial,gray
2179,002179.jpg,1000,667,633,2,2,rear,partial,silver
2180,002180.jpg,1000,667,529,2,1,N/A,partial,white
2181,002181.jpg,1000,667,603,2,2,side,partial,green
2182,002182.jpg,1000,667,573,1,1,side,partial,N/A
2183,002183.jpg,1000,667,627,1,1,front,partial,silver
2184,002184.jpg,1000,750,721,2,2,side,partial,silver
2185,002185.jpg,1000,667,866,3,2,side,partial,silver
2186,002186.jpg,1000,667,659,3,2,N/A,partial,silver
2187,002187.jpg,1000,563,334,2,2,front,partial,silver
2188,002188.jpg,1000,630,505,1,1,N/A,partial,silver
2189,002189.jpg,1000,667,518,4,2,side,partial,white
2190,002190.jpg,1000,667,530,2,1,N/A,partial,white
2191,002191.jpg,1000,667,637,3,1,front,partial,mixture
2192,002192.jpg,1000,667,657,3,1,side,partial,mixture
2193,002193.jpg,1000,667,459,1,1,N/A,partial,gray
2194,002194.jpg,1000,668,759,1,1,N/A,partial,blue
2195,002195.jpg,1000,667,475,2,2,rear,partial,white
2196,002196.jpg,1000,668,673,1,1,rear,partial,gray
2197,002197.jpg,1000,661,693,1,1,rear,partial,white
2198,002198.jpg,921,1000,1194,1,1,side,partial,red
2199,002199.jpg,1000,671,739,3,1,front,partial,red
2200,002200.jpg,1000,667,632,4,3,front,partial,red
2201,002201.jpg,1000,667,481,4,3,side,partial,red
2202,002202.jpg,1000,667,676,2,2,N/A,partial,gray
2203,002203.jpg,1000,667,509,1,1,N/A,partial,white
2204,002204.jpg,1000,667,449,1,1,front,partial,white
2205,002205.jpg,1000,667,452,1,1,N/A,partial,white
2206,002206.jpg,1000,667,446,1,1,N/A,partial,white
2207,002207.jpg,1000,662,569,2,1,side,partial,blue
2208,002208.jpg,1000,668,730,1,1,N/A,partial,red
2209,002209.jpg,1000,667,528,2,1,side,partial,white
2210,002210.jpg,1000,667,538,2,1,side,partial,white
2211,002211.jpg,1000,667,620,1,1,N/A,partial,silver
2212,002212.jpg,1000,750,904,4,3,front,partial,white
2213,002213.jpg,1000,750,772,4,3,front,partial,white
2214,002214.jpg,1000,750,889,4,3,front,complete,white
2215,002215.jpg,1000,749,1000,1,1,front,partial,black
2216,002216.jpg,1000,750,652,4,1,side,partial,silver
2217,002217.jpg,1000,846,961,2,2,side,partial,silver
2218,002218.jpg,1000,759,778,4,2,side,partial,silver
2219,002219.jpg,1000,667,590,1,1,side,partial,silver
2220,002220.jpg,1000,750,802,3,2,side,partial,silver
2221,002221.jpg,1000,665,821,1,1,rear,partial,black
2222,002222.jpg,1000,667,442,4,2,N/A,partial,silver
2223,002223.jpg,1000,751,910,6,2,side,partial,red
2224,002224.jpg,1000,750,625,3,2,front,partial,gray
2225,002225.jpg,1000,745,717,1,1,N/A,partial,gray
2226,002226.jpg,1000,751,707,1,1,N/A,partial,red
2227,002227.jpg,1000,751,754,1,1,front,partial,red
2228,002228.jpg,1000,739,457,3,1,side,partial,white
2229,002229.jpg,1000,751,507,2,1,side,partial,white
2230,002230.jpg,1000,751,709,2,2,N/A,partial,black
2231,002231.jpg,1000,751,826,4,2,N/A,partial,black
2232,002232.jpg,1000,751,794,4,2,N/A,partial,black
2233,002233.jpg,1000,751,619,1,1,N/A,partial,silver
2234,002234.jpg,1000,751,564,3,1,N/A,partial,silver
2235,002235.jpg,1000,751,800,5,2,side,partial,white
2236,002236.jpg,1000,742,765,5,2,side,partial,white
2237,002237.jpg,1000,751,509,1,1,N/A,partial,white
2238,002238.jpg,1000,751,566,1,1,N/A,partial,white
2239,002239.jpg,1000,667,514,3,1,side,partial,red
2240,002240.jpg,1000,667,709,2,2,front,partial,green
2241,002241.jpg,1000,667,747,6,1,side,partial,red
2242,002242.jpg,1000,667,672,3,3,side,partial,red
2243,002243.jpg,1000,750,1028,1,1,rear,partial,white
2244,002244.jpg,1000,751,831,1,1,side,partial,red
2245,002245.jpg,1000,751,896,7,2,side,partial,red
2246,002246.jpg,1000,750,926,4,2,front,partial,gray
2247,002247.jpg,1000,750,707,3,3,side,partial,white
2248,002248.jpg,1000,750,738,1,1,rear,partial,black
2249,002249.jpg,1000,666,726,4,2,front,complete,white
2250,002250.jpg,1000,667,931,4,4,N/A,partial,red
2251,002251.jpg,1000,667,619,4,3,rear,partial,silver
2252,002252.jpg,1000,667,691,4,3,rear,partial,silver
2253,002253.jpg,1000,666,723,4,3,rear,partial,silver
2254,002254.jpg,1000,667,594,2,1,side,partial,black
2255,002255.jpg,1000,667,627,2,1,front,partial,black
2256,002256.jpg,1000,667,709,4,1,front,partial,gray
2257,002257.jpg,1000,667,901,3,2,rear,partial,black
2258,002258.jpg,1000,667,214,1,1,side,partial,gray
2259,002259.jpg,750,1000,820,1,1,side,partial,black
2260,002260.jpg,750,1000,882,1,1,side,partial,black
2261,002261.jpg,1000,800,640,1,1,side,partial,white
2262,002262.jpg,1000,543,567,5,2,side,partial,gray
2263,002263.jpg,1000,664,706,2,2,front,partial,white
2264,002264.jpg,1000,664,648,2,2,front,partial,white
2265,002265.jpg,1000,696,603,2,1,front,partial,silver
2266,002266.jpg,1000,1000,1284,1,1,front,partial,red
2267,002267.jpg,1000,667,721,4,2,rear,partial,silver
2268,002268.jpg,1000,666,700,2,1,rear,partial,white
2269,002269.jpg,1000,667,682,3,1,rear,partial,white
2270,002270.jpg,1000,714,752,2,1,side,partial,silver
2271,002271.jpg,750,1000,1040,7,4,rear,partial,gray
2272,002272.jpg,1000,750,883,5,4,rear,partial,gray
2273,002273.jpg,1000,750,939,5,4,rear,partial,gray
2274,002274.jpg,1000,750,957,2,2,rear,partial,gray
2275,002275.jpg,1000,750,1095,2,2,rear,partial,gray
2276,002276.jpg,1000,711,901,5,4,N/A,partial,blue
2277,002277.jpg,1000,696,641,5,3,rear,partial,white
2278,002278.jpg,1000,667,578,3,1,front,partial,white
2279,002279.jpg,1000,664,733,1,1,side,partial,silver
2280,002280.jpg,1000,667,851,3,2,side,partial,silver
2281,002281.jpg,1000,662,748,4,2,side,partial,blue
2282,002282.jpg,1000,662,722,1,1,rear,partial,blue
2283,002283.jpg,1000,662,754,1,1,rear,partial,blue
2284,002284.jpg,1000,667,556,4,1,front,partial,white
2285,002285.jpg,1000,667,754,4,3,front,partial,purple
2286,002286.jpg,1000,667,558,1,1,side,partial,gray
2287,002287.jpg,1000,563,691,7,2,rear,partial,blue
2288,002288.jpg,1000,668,856,5,3,front,partial,silver
2289,002289.jpg,1000,1000,1223,1,1,rear,partial,white
2290,002290.jpg,1000,667,755,3,1,side,partial,white
2291,002291.jpg,1000,667,688,4,2,side,partial,silver
2292,002292.jpg,1000,563,569,1,1,rear,partial,red
2293,002293.jpg,1000,667,452,2,1,N/A,partial,white
2294,002294.jpg,1000,667,591,4,2,side,partial,white
2295,002295.jpg,1000,667,857,3,3,front,partial,black
2296,002296.jpg,563,1000,581,2,2,rear,partial,silver
2297,002297.jpg,1000,667,673,2,2,N/A,partial,red
2298,002298.jpg,750,1000,1004,1,1,front,partial,black
2299,002299.jpg,1000,667,337,1,1,side,partial,white
2300,002300.jpg,1000,667,669,6,2,side,partial,silver
2301,002301.jpg,1000,667,694,4,2,side,partial,silver
2302,002302.jpg,1000,667,682,4,2,side,partial,silver
2303,002303.jpg,1000,667,707,4,4,rear,partial,red
2304,002304.jpg,1000,667,581,1,1,side,partial,white
2305,002305.jpg,1000,667,661,2,1,rear,partial,black
2306,002306.jpg,1000,750,572,3,1,front,partial,silver
2307,002307.jpg,1000,667,957,1,1,front,partial,N/A
2308,002308.jpg,1000,750,889,2,2,front,partial,champagne
2309,002309.jpg,1000,667,1083,4,3,side,partial,champagne
2310,002310.jpg,1000,667,658,3,2,front,partial,silver
2311,002311.jpg,1000,667,731,2,2,side,partial,white
2312,002312.jpg,1000,667,735,2,1,side,partial,gray
2313,002313.jpg,1000,667,787,1,1,side,partial,gray
2314,002314.jpg,667,1000,926,3,3,rear,partial,silver
2315,002315.jpg,750,1000,1112,7,3,rear,partial,red
2316,002316.jpg,1000,664,1150,3,2,front,partial,blue
2317,002317.jpg,1000,667,1245,3,1,side,partial,gray
2318,002318.jpg,1000,1000,921,1,1,front,partial,blue
2319,002319.jpg,1000,750,895,2,1,front,partial,red
2320,002320.jpg,1000,563,476,2,2,side,partial,silver
2321,002321.jpg,667,1000,716,2,2,side,partial,silver
2322,002322.jpg,1000,667,533,1,1,rear,partial,white
2323,002323.jpg,1000,627,496,3,3,rear,partial,silver
2324,002324.jpg,924,1000,1219,2,2,side,partial,red
2325,002325.jpg,1000,668,693,2,2,front,partial,silver
2326,002326.jpg,1000,668,637,4,3,front,partial,silver
2327,002327.jpg,1000,750,883,2,2,rear,partial,black
2328,002328.jpg,1000,590,535,2,1,rear,partial,silver
2329,002329.jpg,1000,750,737,2,1,front,partial,silver
2330,002330.jpg,1000,750,813,1,1,front,partial,silver
2331,002331.jpg,1000,667,719,7,3,front,partial,black
2332,002332.jpg,1000,667,575,1,1,side,partial,black
2333,002333.jpg,1000,667,575,1,1,side,partial,white
2334,002334.jpg,1000,667,724,2,1,side,partial,blue
2335,002335.jpg,1000,667,713,2,2,front,partial,black
2336,002336.jpg,1000,667,679,1,1,front,partial,black
2337,002337.jpg,1000,667,999,3,3,side,partial,black
2338,002338.jpg,1000,667,850,3,3,side,partial,black
2339,002339.jpg,1000,667,839,4,3,side,partial,black
2340,002340.jpg,1000,667,897,2,2,front,partial,black
2341,002341.jpg,1000,667,912,2,2,side,partial,black
2342,002342.jpg,1000,667,783,4,2,front,partial,silver
2343,002343.jpg,1000,566,701,6,4,side,partial,silver
2344,002344.jpg,1000,667,956,2,2,front,partial,silver
2345,002345.jpg,1000,662,634,1,1,side,partial,silver
2346,002346.jpg,1000,662,749,2,2,rear,partial,silver
2347,002347.jpg,1000,610,634,1,1,rear,partial,silver
2348,002348.jpg,1000,563,546,3,2,side,partial,silver
2349,002349.jpg,1000,643,680,3,3,rear,partial,yellow
2350,002350.jpg,1000,664,664,4,1,side,partial,silver
2351,002351.jpg,1000,951,1053,2,1,front,partial,silver
2352,002352.jpg,1000,667,958,4,4,front,partial,blue
2353,002353.jpg,1000,667,1001,5,3,front,partial,blue
2354,002354.jpg,667,1000,808,3,3,front,partial,yellow
2355,002355.jpg,1000,667,957,5,3,front,partial,black
2356,002356.jpg,1000,750,888,3,2,front,partial,silver
2357,002357.jpg,1000,667,789,1,1,side,partial,silver
2358,002358.jpg,1000,667,830,2,1,side,partial,silver
2359,002359.jpg,1000,667,722,3,2,side,partial,blue
2360,002360.jpg,1000,1000,817,3,3,rear,partial,silver
2361,002361.jpg,1000,1000,791,3,3,rear,partial,silver
2362,002362.jpg,1000,563,679,2,2,rear,partial,silver
2363,002363.jpg,1000,667,870,5,2,side,partial,orange
2364,002364.jpg,1000,667,761,4,2,side,partial,silver
2365,002365.jpg,1000,667,897,5,2,side,partial,red
2366,002366.jpg,1000,667,1070,1,1,side,partial,gray
2367,002367.jpg,1000,667,638,4,3,side,partial,blue
2368,002368.jpg,1000,611,616,2,2,front,partial,silver
2369,002369.jpg,1000,667,724,4,4,front,partial,red
2370,002370.jpg,1000,667,724,1,1,front,partial,gray
2371,002371.jpg,1000,664,674,1,1,side,partial,silver
2372,002372.jpg,1000,662,747,2,2,rear,partial,silver
2373,002373.jpg,1000,661,542,1,1,side,partial,white
2374,002374.jpg,1000,667,585,3,2,rear,partial,silver
2375,002375.jpg,665,1000,777,1,1,side,partial,red
2376,002376.jpg,1000,563,606,2,1,side,partial,black
2377,002377.jpg,1000,750,721,2,2,side,partial,silver
2378,002378.jpg,1000,667,819,3,3,front,partial,green
2379,002379.jpg,1000,667,594,3,2,side,partial,silver
2380,002380.jpg,1000,667,781,2,1,side,complete,silver
2381,002381.jpg,1000,667,426,4,3,side,partial,silver
2382,002382.jpg,1000,563,577,1,1,side,partial,silver
2383,002383.jpg,1000,664,689,1,1,N/A,partial,gray
2384,002384.jpg,1000,667,645,3,1,side,partial,silver
2385,002385.jpg,1000,668,778,2,2,front,complete,silver
2386,002386.jpg,1000,750,1086,3,3,rear,partial,red
2387,002387.jpg,1000,667,337,3,1,side,partial,gray
2388,002388.jpg,1000,750,844,8,4,front,partial,silver
2389,002389.jpg,662,1000,405,1,1,side,partial,silver
2390,002390.jpg,1000,667,698,6,2,side,partial,white
2391,002391.jpg,1000,667,482,2,1,side,partial,gray
2392,002392.jpg,1000,667,558,2,1,side,partial,white
2393,002393.jpg,1000,667,662,2,1,front,partial,red
2394,002394.jpg,667,1000,508,6,3,side,partial,silver
2395,002395.jpg,1000,667,774,1,1,side,partial,silver
2396,002396.jpg,1000,667,823,1,1,side,partial,silver
2397,002397.jpg,563,1000,552,1,1,rear,partial,red
2398,002398.jpg,1000,750,706,1,1,rear,partial,gray
2399,002399.jpg,1000,667,599,2,2,N/A,partial,gray
2400,002400.jpg,1000,750,873,1,1,side,partial,red
2401,002401.jpg,750,1000,952,1,1,side,partial,red
2402,002402.jpg,750,1000,896,1,1,side,partial,red
2403,002403.jpg,1000,750,942,1,1,side,partial,red
2404,002404.jpg,1000,750,577,1,1,N/A,partial,gray
2405,002405.jpg,1000,668,572,2,1,front,partial,blue
2406,002406.jpg,1000,750,922,1,1,front,partial,white
2407,002407.jpg,1000,750,937,1,1,side,partial,white
2408,002408.jpg,750,1000,894,5,3,rear,partial,blue
2409,002409.jpg,1000,667,650,2,1,front,partial,yellow
2410,002410.jpg,1000,667,613,3,1,side,partial,gray
2411,002411.jpg,1000,667,595,2,1,side,partial,gray
2412,002412.jpg,1000,667,789,2,2,front,partial,black
2413,002413.jpg,1000,563,595,1,1,rear,partial,gray
2414,002414.jpg,1000,667,680,1,1,front,partial,white
2415,002415.jpg,1000,667,319,1,1,front,partial,gray
2416,002416.jpg,1000,750,852,4,1,side,partial,black
2417,002417.jpg,1000,664,597,1,1,side,partial,yellow
2418,002418.jpg,1000,667,567,1,1,side,partial,gray
2419,002419.jpg,1000,666,721,1,1,side,partial,gray
2420,002420.jpg,1000,666,806,1,1,side,partial,gray
2421,002421.jpg,1000,1000,1020,2,2,front,partial,red
2422,002422.jpg,1000,667,470,4,2,side,partial,silver
2423,002423.jpg,1000,667,812,2,1,side,partial,silver
2424,002424.jpg,1000,750,1003,1,1,front,partial,N/A
2425,002425.jpg,1000,750,1005,1,1,front,partial,N/A
2426,002426.jpg,1000,750,798,1,1,front,partial,N/A
2427,002427.jpg,1000,667,511,2,1,side,partial,gray
2428,002428.jpg,1000,667,735,4,3,rear,partial,blue
2429,002429.jpg,1000,667,611,2,2,side,partial,gray
2430,002430.jpg,1000,662,664,1,1,front,partial,red
2431,002431.jpg,1000,664,583,1,1,side,partial,silver
2432,002432.jpg,1000,664,651,1,1,side,partial,silver
2433,002433.jpg,1000,750,484,2,2,side,partial,white
2434,002434.jpg,1000,662,828,3,2,front,partial,blue
2435,002435.jpg,750,1000,705,3,2,front,partial,gray
2436,002436.jpg,1000,750,731,1,1,side,partial,gray
2437,002437.jpg,1000,667,742,1,1,front,partial,silver
2438,002438.jpg,1000,667,519,1,1,N/A,partial,black
2439,002439.jpg,1000,750,870,1,1,side,partial,gray
2440,002440.jpg,1000,750,779,1,1,side,partial,gray
2441,002441.jpg,564,1000,656,1,1,side,partial,gray
2442,002442.jpg,1000,750,618,1,1,front,partial,gray
2443,002443.jpg,1000,667,782,1,1,front,partial,blue
2444,002444.jpg,1000,667,924,1,1,front,partial,black
2445,002445.jpg,1000,667,916,3,2,front,partial,black
2446,002446.jpg,1000,667,825,2,2,front,partial,black
2447,002447.jpg,1000,413,491,2,1,side,partial,gray
2448,002448.jpg,1000,667,625,3,2,side,partial,gray
2449,002449.jpg,1000,667,664,1,1,N/A,partial,red
2450,002450.jpg,1000,667,678,3,2,front,partial,gray
2451,002451.jpg,1000,667,707,3,2,side,partial,gray
2452,002452.jpg,1000,667,945,5,3,front,partial,gray
2453,002453.jpg,667,1000,763,5,3,front,partial,gray
2454,002454.jpg,1000,667,729,1,1,front,partial,gray
2455,002455.jpg,1000,740,751,1,1,side,partial,silver
2456,002456.jpg,1000,667,519,1,1,N/A,partial,gray
2457,002457.jpg,1000,830,761,2,2,front,partial,silver
2458,002458.jpg,1000,722,641,1,1,front,partial,silver
2459,002459.jpg,669,1000,561,2,2,front,partial,silver
2460,002460.jpg,1000,665,593,1,1,side,partial,red
2461,002461.jpg,1000,665,656,2,1,side,partial,red
2462,002462.jpg,1000,665,592,1,1,N/A,partial,red
2463,002463.jpg,662,1000,756,4,3,side,partial,silver
2464,002464.jpg,1000,667,1076,2,2,rear,partial,black
2465,002465.jpg,1000,675,476,1,1,side,partial,silver
2466,002466.jpg,1000,602,401,2,1,rear,partial,white
2467,002467.jpg,1000,750,476,1,1,side,partial,white
2468,002468.jpg,1000,662,716,4,3,front,partial,silver
2469,002469.jpg,1000,667,890,3,3,front,partial,black
2470,002470.jpg,1000,598,593,2,1,side,partial,silver
2471,002471.jpg,1000,667,524,2,1,side,partial,white
2472,002472.jpg,1000,667,620,2,2,side,partial,white
2473,002473.jpg,1000,667,361,1,1,side,partial,silver
2474,002474.jpg,1000,750,656,2,2,side,partial,silver
2475,002475.jpg,1000,667,574,3,2,side,partial,silver
2476,002476.jpg,1000,573,404,3,2,side,partial,silver
2477,002477.jpg,1000,698,650,1,1,side,partial,gray
2478,002478.jpg,1000,652,575,1,1,side,partial,gray
2479,002479.jpg,667,1000,204,1,1,side,partial,gray
2480,002480.jpg,667,1000,223,1,1,side,partial,gray
2481,002481.jpg,1000,970,717,1,1,side,partial,gray
2482,002482.jpg,1000,750,807,2,2,side,partial,white
2483,002483.jpg,1000,1000,488,1,1,side,partial,gray
2484,002484.jpg,1000,667,292,1,1,side,partial,gray
2485,002485.jpg,1000,667,301,2,2,side,partial,gray
2486,002486.jpg,1000,668,613,4,3,side,partial,silver
2487,002487.jpg,1000,668,560,1,1,side,partial,silver
2488,002488.jpg,1000,667,262,4,2,side,partial,white
2489,002489.jpg,1000,780,1193,1,1,side,partial,gray
2490,002490.jpg,1000,658,269,3,2,side,partial,gray
2491,002491.jpg,667,1000,661,2,2,side,partial,gray
2492,002492.jpg,1000,750,738,2,1,side,partial,gray
2493,002493.jpg,1000,750,522,3,2,side,partial,silver
2494,002494.jpg,1000,750,665,4,2,side,partial,gray
2495,002495.jpg,1000,750,1165,4,2,side,partial,black
